model;query;category;subcategory;contains reachability
BusinessProcesses-PT-06;1;CTL;Fireability;False
BusinessProcesses-PT-06;2;CTL;Fireability;True
BusinessProcesses-PT-06;3;CTL;Fireability;False
BusinessProcesses-PT-06;4;CTL;Fireability;True
BusinessProcesses-PT-06;5;CTL;Fireability;True
BusinessProcesses-PT-06;6;CTL;Fireability;False
BusinessProcesses-PT-06;7;CTL;Fireability;False
BusinessProcesses-PT-06;8;CTL;Fireability;True
BusinessProcesses-PT-06;9;CTL;Fireability;True
BusinessProcesses-PT-06;10;CTL;Fireability;True
BusinessProcesses-PT-06;11;CTL;Fireability;False
BusinessProcesses-PT-06;12;CTL;Fireability;False
BusinessProcesses-PT-06;13;CTL;Fireability;False
BusinessProcesses-PT-06;14;CTL;Fireability;True
BusinessProcesses-PT-06;15;CTL;Fireability;True
BusinessProcesses-PT-06;16;CTL;Fireability;True
BusinessProcesses-PT-07;1;CTL;Cardinality;True
BusinessProcesses-PT-07;2;CTL;Cardinality;True
BusinessProcesses-PT-07;3;CTL;Cardinality;False
BusinessProcesses-PT-07;4;CTL;Cardinality;True
BusinessProcesses-PT-07;5;CTL;Cardinality;False
BusinessProcesses-PT-07;6;CTL;Cardinality;False
BusinessProcesses-PT-07;7;CTL;Cardinality;False
BusinessProcesses-PT-07;8;CTL;Cardinality;False
BusinessProcesses-PT-07;9;CTL;Cardinality;True
BusinessProcesses-PT-07;10;CTL;Cardinality;True
BusinessProcesses-PT-07;11;CTL;Cardinality;True
BusinessProcesses-PT-07;12;CTL;Cardinality;False
BusinessProcesses-PT-07;13;CTL;Cardinality;False
BusinessProcesses-PT-07;14;CTL;Cardinality;True
BusinessProcesses-PT-07;15;CTL;Cardinality;True
BusinessProcesses-PT-07;16;CTL;Cardinality;True
BusinessProcesses-PT-07;1;CTL;Fireability;False
BusinessProcesses-PT-07;2;CTL;Fireability;True
BusinessProcesses-PT-07;3;CTL;Fireability;True
BusinessProcesses-PT-07;4;CTL;Fireability;False
BusinessProcesses-PT-07;5;CTL;Fireability;False
BusinessProcesses-PT-07;6;CTL;Fireability;True
BusinessProcesses-PT-07;7;CTL;Fireability;False
BusinessProcesses-PT-07;8;CTL;Fireability;True
BusinessProcesses-PT-07;9;CTL;Fireability;False
BusinessProcesses-PT-07;10;CTL;Fireability;True
BusinessProcesses-PT-07;11;CTL;Fireability;True
BusinessProcesses-PT-07;12;CTL;Fireability;True
BusinessProcesses-PT-07;13;CTL;Fireability;False
BusinessProcesses-PT-07;14;CTL;Fireability;True
BusinessProcesses-PT-07;15;CTL;Fireability;False
BusinessProcesses-PT-07;16;CTL;Fireability;True
BusinessProcesses-PT-08;1;CTL;Cardinality;False
BusinessProcesses-PT-08;2;CTL;Cardinality;True
BusinessProcesses-PT-08;3;CTL;Cardinality;True
BusinessProcesses-PT-08;4;CTL;Cardinality;False
BusinessProcesses-PT-08;5;CTL;Cardinality;False
BusinessProcesses-PT-08;6;CTL;Cardinality;False
BusinessProcesses-PT-08;7;CTL;Cardinality;False
BusinessProcesses-PT-08;8;CTL;Cardinality;False
BusinessProcesses-PT-08;9;CTL;Cardinality;True
BusinessProcesses-PT-08;10;CTL;Cardinality;True
BusinessProcesses-PT-08;11;CTL;Cardinality;True
BusinessProcesses-PT-08;12;CTL;Cardinality;False
BusinessProcesses-PT-08;13;CTL;Cardinality;False
BusinessProcesses-PT-08;14;CTL;Cardinality;True
BusinessProcesses-PT-08;15;CTL;Cardinality;True
BusinessProcesses-PT-08;16;CTL;Cardinality;False
BusinessProcesses-PT-08;1;CTL;Fireability;False
BusinessProcesses-PT-08;2;CTL;Fireability;True
BusinessProcesses-PT-08;3;CTL;Fireability;False
BusinessProcesses-PT-08;4;CTL;Fireability;True
BusinessProcesses-PT-08;5;CTL;Fireability;True
BusinessProcesses-PT-08;6;CTL;Fireability;False
BusinessProcesses-PT-08;7;CTL;Fireability;False
BusinessProcesses-PT-08;8;CTL;Fireability;True
BusinessProcesses-PT-08;9;CTL;Fireability;False
BusinessProcesses-PT-08;10;CTL;Fireability;False
BusinessProcesses-PT-08;11;CTL;Fireability;True
BusinessProcesses-PT-08;12;CTL;Fireability;False
BusinessProcesses-PT-08;13;CTL;Fireability;True
BusinessProcesses-PT-08;14;CTL;Fireability;False
BusinessProcesses-PT-08;15;CTL;Fireability;True
BusinessProcesses-PT-08;16;CTL;Fireability;True
BusinessProcesses-PT-09;1;CTL;Cardinality;True
BusinessProcesses-PT-09;2;CTL;Cardinality;True
BusinessProcesses-PT-09;3;CTL;Cardinality;False
BusinessProcesses-PT-09;4;CTL;Cardinality;False
BusinessProcesses-PT-09;5;CTL;Cardinality;False
BusinessProcesses-PT-09;6;CTL;Cardinality;True
BusinessProcesses-PT-09;7;CTL;Cardinality;True
BusinessProcesses-PT-09;8;CTL;Cardinality;True
BusinessProcesses-PT-09;9;CTL;Cardinality;False
BusinessProcesses-PT-09;10;CTL;Cardinality;True
BusinessProcesses-PT-09;11;CTL;Cardinality;True
BusinessProcesses-PT-09;12;CTL;Cardinality;False
BusinessProcesses-PT-09;13;CTL;Cardinality;True
BusinessProcesses-PT-09;14;CTL;Cardinality;False
BusinessProcesses-PT-09;15;CTL;Cardinality;False
BusinessProcesses-PT-09;16;CTL;Cardinality;True
BusinessProcesses-PT-09;1;CTL;Fireability;True
BusinessProcesses-PT-09;2;CTL;Fireability;True
BusinessProcesses-PT-09;3;CTL;Fireability;True
BusinessProcesses-PT-09;4;CTL;Fireability;True
BusinessProcesses-PT-09;5;CTL;Fireability;False
BusinessProcesses-PT-09;6;CTL;Fireability;False
BusinessProcesses-PT-09;7;CTL;Fireability;True
BusinessProcesses-PT-09;8;CTL;Fireability;True
BusinessProcesses-PT-09;9;CTL;Fireability;True
BusinessProcesses-PT-09;10;CTL;Fireability;False
BusinessProcesses-PT-09;11;CTL;Fireability;False
BusinessProcesses-PT-09;12;CTL;Fireability;True
BusinessProcesses-PT-09;13;CTL;Fireability;True
BusinessProcesses-PT-09;14;CTL;Fireability;True
BusinessProcesses-PT-09;15;CTL;Fireability;True
BusinessProcesses-PT-09;16;CTL;Fireability;False
BusinessProcesses-PT-10;1;CTL;Cardinality;True
BusinessProcesses-PT-10;2;CTL;Cardinality;True
BusinessProcesses-PT-10;3;CTL;Cardinality;False
BusinessProcesses-PT-10;4;CTL;Cardinality;False
BusinessProcesses-PT-10;5;CTL;Cardinality;True
BusinessProcesses-PT-10;6;CTL;Cardinality;True
BusinessProcesses-PT-10;7;CTL;Cardinality;False
BusinessProcesses-PT-10;8;CTL;Cardinality;False
BusinessProcesses-PT-10;9;CTL;Cardinality;True
BusinessProcesses-PT-10;10;CTL;Cardinality;False
BusinessProcesses-PT-10;11;CTL;Cardinality;True
BusinessProcesses-PT-10;12;CTL;Cardinality;False
BusinessProcesses-PT-10;13;CTL;Cardinality;True
BusinessProcesses-PT-10;14;CTL;Cardinality;True
BusinessProcesses-PT-10;15;CTL;Cardinality;True
BusinessProcesses-PT-10;16;CTL;Cardinality;False
BusinessProcesses-PT-10;1;CTL;Fireability;False
BusinessProcesses-PT-10;2;CTL;Fireability;True
BusinessProcesses-PT-10;3;CTL;Fireability;False
BusinessProcesses-PT-10;4;CTL;Fireability;False
BusinessProcesses-PT-10;5;CTL;Fireability;False
BusinessProcesses-PT-10;6;CTL;Fireability;False
BusinessProcesses-PT-10;7;CTL;Fireability;True
BusinessProcesses-PT-10;8;CTL;Fireability;False
BusinessProcesses-PT-10;9;CTL;Fireability;False
BusinessProcesses-PT-10;10;CTL;Fireability;True
BusinessProcesses-PT-10;11;CTL;Fireability;True
BusinessProcesses-PT-10;12;CTL;Fireability;True
BusinessProcesses-PT-10;13;CTL;Fireability;True
BusinessProcesses-PT-10;14;CTL;Fireability;True
BusinessProcesses-PT-10;15;CTL;Fireability;True
BusinessProcesses-PT-10;16;CTL;Fireability;True
BusinessProcesses-PT-11;1;CTL;Cardinality;True
BusinessProcesses-PT-11;2;CTL;Cardinality;True
BusinessProcesses-PT-11;3;CTL;Cardinality;False
BusinessProcesses-PT-11;4;CTL;Cardinality;True
BusinessProcesses-PT-11;5;CTL;Cardinality;True
BusinessProcesses-PT-11;6;CTL;Cardinality;True
BusinessProcesses-PT-11;7;CTL;Cardinality;False
BusinessProcesses-PT-11;8;CTL;Cardinality;True
BusinessProcesses-PT-11;9;CTL;Cardinality;False
BusinessProcesses-PT-11;10;CTL;Cardinality;True
BusinessProcesses-PT-11;11;CTL;Cardinality;False
BusinessProcesses-PT-11;12;CTL;Cardinality;True
BusinessProcesses-PT-11;13;CTL;Cardinality;True
BusinessProcesses-PT-11;14;CTL;Cardinality;False
BusinessProcesses-PT-11;15;CTL;Cardinality;False
BusinessProcesses-PT-11;16;CTL;Cardinality;True
BusinessProcesses-PT-11;1;CTL;Fireability;True
BusinessProcesses-PT-11;2;CTL;Fireability;True
BusinessProcesses-PT-11;3;CTL;Fireability;True
BusinessProcesses-PT-11;4;CTL;Fireability;True
BusinessProcesses-PT-11;5;CTL;Fireability;True
BusinessProcesses-PT-11;6;CTL;Fireability;False
BusinessProcesses-PT-11;7;CTL;Fireability;True
BusinessProcesses-PT-11;8;CTL;Fireability;True
BusinessProcesses-PT-11;9;CTL;Fireability;False
BusinessProcesses-PT-11;10;CTL;Fireability;False
BusinessProcesses-PT-11;11;CTL;Fireability;True
BusinessProcesses-PT-11;12;CTL;Fireability;True
BusinessProcesses-PT-11;13;CTL;Fireability;True
BusinessProcesses-PT-11;14;CTL;Fireability;False
BusinessProcesses-PT-11;15;CTL;Fireability;False
BusinessProcesses-PT-11;16;CTL;Fireability;False
BusinessProcesses-PT-12;1;CTL;Cardinality;True
BusinessProcesses-PT-12;2;CTL;Cardinality;True
BusinessProcesses-PT-12;3;CTL;Cardinality;False
BusinessProcesses-PT-12;4;CTL;Cardinality;False
BusinessProcesses-PT-12;5;CTL;Cardinality;False
BusinessProcesses-PT-12;6;CTL;Cardinality;True
BusinessProcesses-PT-12;7;CTL;Cardinality;False
BusinessProcesses-PT-12;8;CTL;Cardinality;False
BusinessProcesses-PT-12;9;CTL;Cardinality;True
BusinessProcesses-PT-12;10;CTL;Cardinality;True
BusinessProcesses-PT-12;11;CTL;Cardinality;False
BusinessProcesses-PT-12;12;CTL;Cardinality;True
BusinessProcesses-PT-12;13;CTL;Cardinality;False
BusinessProcesses-PT-12;14;CTL;Cardinality;True
BusinessProcesses-PT-12;15;CTL;Cardinality;True
BusinessProcesses-PT-12;16;CTL;Cardinality;False
BusinessProcesses-PT-12;1;CTL;Fireability;True
BusinessProcesses-PT-12;2;CTL;Fireability;True
BusinessProcesses-PT-12;3;CTL;Fireability;True
BusinessProcesses-PT-12;4;CTL;Fireability;False
BusinessProcesses-PT-12;5;CTL;Fireability;True
BusinessProcesses-PT-12;6;CTL;Fireability;True
BusinessProcesses-PT-12;7;CTL;Fireability;True
BusinessProcesses-PT-12;8;CTL;Fireability;True
BusinessProcesses-PT-12;9;CTL;Fireability;True
BusinessProcesses-PT-12;10;CTL;Fireability;False
BusinessProcesses-PT-12;11;CTL;Fireability;True
BusinessProcesses-PT-12;12;CTL;Fireability;True
BusinessProcesses-PT-12;13;CTL;Fireability;True
BusinessProcesses-PT-12;14;CTL;Fireability;False
BusinessProcesses-PT-12;15;CTL;Fireability;True
BusinessProcesses-PT-12;16;CTL;Fireability;False
BusinessProcesses-PT-13;1;CTL;Cardinality;False
BusinessProcesses-PT-13;2;CTL;Cardinality;False
BusinessProcesses-PT-13;3;CTL;Cardinality;True
BusinessProcesses-PT-13;4;CTL;Cardinality;True
BusinessProcesses-PT-13;5;CTL;Cardinality;False
BusinessProcesses-PT-13;6;CTL;Cardinality;True
BusinessProcesses-PT-13;7;CTL;Cardinality;False
BusinessProcesses-PT-13;8;CTL;Cardinality;True
BusinessProcesses-PT-13;9;CTL;Cardinality;True
BusinessProcesses-PT-13;10;CTL;Cardinality;False
BusinessProcesses-PT-13;11;CTL;Cardinality;True
BusinessProcesses-PT-13;12;CTL;Cardinality;False
BusinessProcesses-PT-13;13;CTL;Cardinality;True
BusinessProcesses-PT-13;14;CTL;Cardinality;False
BusinessProcesses-PT-13;15;CTL;Cardinality;False
BusinessProcesses-PT-13;16;CTL;Cardinality;True
BusinessProcesses-PT-13;1;CTL;Fireability;True
BusinessProcesses-PT-13;2;CTL;Fireability;True
BusinessProcesses-PT-13;3;CTL;Fireability;True
BusinessProcesses-PT-13;4;CTL;Fireability;False
BusinessProcesses-PT-13;5;CTL;Fireability;True
BusinessProcesses-PT-13;6;CTL;Fireability;True
BusinessProcesses-PT-13;7;CTL;Fireability;False
BusinessProcesses-PT-13;8;CTL;Fireability;False
BusinessProcesses-PT-13;9;CTL;Fireability;False
BusinessProcesses-PT-13;10;CTL;Fireability;False
BusinessProcesses-PT-13;11;CTL;Fireability;True
BusinessProcesses-PT-13;12;CTL;Fireability;False
BusinessProcesses-PT-13;13;CTL;Fireability;False
BusinessProcesses-PT-13;14;CTL;Fireability;True
BusinessProcesses-PT-13;15;CTL;Fireability;False
BusinessProcesses-PT-13;16;CTL;Fireability;True
BusinessProcesses-PT-14;1;CTL;Cardinality;True
BusinessProcesses-PT-14;2;CTL;Cardinality;True
BusinessProcesses-PT-14;3;CTL;Cardinality;True
BusinessProcesses-PT-14;4;CTL;Cardinality;False
BusinessProcesses-PT-14;5;CTL;Cardinality;False
BusinessProcesses-PT-14;6;CTL;Cardinality;True
BusinessProcesses-PT-14;7;CTL;Cardinality;False
BusinessProcesses-PT-14;8;CTL;Cardinality;False
BusinessProcesses-PT-14;9;CTL;Cardinality;True
BusinessProcesses-PT-14;10;CTL;Cardinality;False
BusinessProcesses-PT-14;11;CTL;Cardinality;True
BusinessProcesses-PT-14;12;CTL;Cardinality;True
BusinessProcesses-PT-14;13;CTL;Cardinality;True
BusinessProcesses-PT-14;14;CTL;Cardinality;True
BusinessProcesses-PT-14;15;CTL;Cardinality;False
BusinessProcesses-PT-14;16;CTL;Cardinality;True
BusinessProcesses-PT-14;1;CTL;Fireability;False
BusinessProcesses-PT-14;2;CTL;Fireability;True
BusinessProcesses-PT-14;3;CTL;Fireability;False
BusinessProcesses-PT-14;4;CTL;Fireability;True
BusinessProcesses-PT-14;5;CTL;Fireability;True
BusinessProcesses-PT-14;6;CTL;Fireability;False
BusinessProcesses-PT-14;7;CTL;Fireability;True
BusinessProcesses-PT-14;8;CTL;Fireability;False
BusinessProcesses-PT-14;9;CTL;Fireability;True
BusinessProcesses-PT-14;10;CTL;Fireability;False
BusinessProcesses-PT-14;11;CTL;Fireability;True
BusinessProcesses-PT-14;12;CTL;Fireability;True
BusinessProcesses-PT-14;13;CTL;Fireability;True
BusinessProcesses-PT-14;14;CTL;Fireability;False
BusinessProcesses-PT-14;15;CTL;Fireability;True
BusinessProcesses-PT-14;16;CTL;Fireability;False
BusinessProcesses-PT-15;1;CTL;Cardinality;True
BusinessProcesses-PT-15;2;CTL;Cardinality;False
BusinessProcesses-PT-15;3;CTL;Cardinality;True
BusinessProcesses-PT-15;4;CTL;Cardinality;False
BusinessProcesses-PT-15;5;CTL;Cardinality;True
BusinessProcesses-PT-15;6;CTL;Cardinality;True
BusinessProcesses-PT-15;7;CTL;Cardinality;False
BusinessProcesses-PT-15;8;CTL;Cardinality;False
BusinessProcesses-PT-15;9;CTL;Cardinality;False
BusinessProcesses-PT-15;10;CTL;Cardinality;False
BusinessProcesses-PT-15;11;CTL;Cardinality;True
BusinessProcesses-PT-15;12;CTL;Cardinality;True
BusinessProcesses-PT-15;13;CTL;Cardinality;True
BusinessProcesses-PT-15;14;CTL;Cardinality;True
BusinessProcesses-PT-15;15;CTL;Cardinality;False
BusinessProcesses-PT-15;16;CTL;Cardinality;False
BusinessProcesses-PT-15;1;CTL;Fireability;True
BusinessProcesses-PT-15;2;CTL;Fireability;True
BusinessProcesses-PT-15;3;CTL;Fireability;True
BusinessProcesses-PT-15;4;CTL;Fireability;False
BusinessProcesses-PT-15;5;CTL;Fireability;False
BusinessProcesses-PT-15;6;CTL;Fireability;True
BusinessProcesses-PT-15;7;CTL;Fireability;True
BusinessProcesses-PT-15;8;CTL;Fireability;True
BusinessProcesses-PT-15;9;CTL;Fireability;False
BusinessProcesses-PT-15;10;CTL;Fireability;True
BusinessProcesses-PT-15;11;CTL;Fireability;False
BusinessProcesses-PT-15;12;CTL;Fireability;False
BusinessProcesses-PT-15;13;CTL;Fireability;False
BusinessProcesses-PT-15;14;CTL;Fireability;True
BusinessProcesses-PT-15;15;CTL;Fireability;False
BusinessProcesses-PT-15;16;CTL;Fireability;False
BusinessProcesses-PT-16;1;CTL;Cardinality;False
BusinessProcesses-PT-16;2;CTL;Cardinality;True
BusinessProcesses-PT-16;3;CTL;Cardinality;True
BusinessProcesses-PT-16;4;CTL;Cardinality;True
BusinessProcesses-PT-16;5;CTL;Cardinality;False
BusinessProcesses-PT-16;6;CTL;Cardinality;True
BusinessProcesses-PT-16;7;CTL;Cardinality;True
BusinessProcesses-PT-16;8;CTL;Cardinality;True
BusinessProcesses-PT-16;9;CTL;Cardinality;True
BusinessProcesses-PT-16;10;CTL;Cardinality;True
BusinessProcesses-PT-16;11;CTL;Cardinality;True
BusinessProcesses-PT-16;12;CTL;Cardinality;True
BusinessProcesses-PT-16;13;CTL;Cardinality;True
BusinessProcesses-PT-16;14;CTL;Cardinality;True
BusinessProcesses-PT-16;15;CTL;Cardinality;False
BusinessProcesses-PT-16;16;CTL;Cardinality;False
BusinessProcesses-PT-16;1;CTL;Fireability;True
BusinessProcesses-PT-16;2;CTL;Fireability;True
BusinessProcesses-PT-16;3;CTL;Fireability;False
BusinessProcesses-PT-16;4;CTL;Fireability;False
BusinessProcesses-PT-16;5;CTL;Fireability;True
BusinessProcesses-PT-16;6;CTL;Fireability;False
BusinessProcesses-PT-16;7;CTL;Fireability;True
BusinessProcesses-PT-16;8;CTL;Fireability;False
BusinessProcesses-PT-16;9;CTL;Fireability;True
BusinessProcesses-PT-16;10;CTL;Fireability;True
BusinessProcesses-PT-16;11;CTL;Fireability;False
BusinessProcesses-PT-16;12;CTL;Fireability;False
BusinessProcesses-PT-16;13;CTL;Fireability;False
BusinessProcesses-PT-16;14;CTL;Fireability;True
BusinessProcesses-PT-16;15;CTL;Fireability;True
BusinessProcesses-PT-16;16;CTL;Fireability;True
BusinessProcesses-PT-17;1;CTL;Cardinality;False
BusinessProcesses-PT-17;2;CTL;Cardinality;True
BusinessProcesses-PT-17;3;CTL;Cardinality;True
BusinessProcesses-PT-17;4;CTL;Cardinality;False
BusinessProcesses-PT-17;5;CTL;Cardinality;False
BusinessProcesses-PT-17;6;CTL;Cardinality;False
BusinessProcesses-PT-17;7;CTL;Cardinality;False
BusinessProcesses-PT-17;8;CTL;Cardinality;True
BusinessProcesses-PT-17;9;CTL;Cardinality;False
BusinessProcesses-PT-17;10;CTL;Cardinality;True
BusinessProcesses-PT-17;11;CTL;Cardinality;True
BusinessProcesses-PT-17;12;CTL;Cardinality;True
BusinessProcesses-PT-17;13;CTL;Cardinality;False
BusinessProcesses-PT-17;14;CTL;Cardinality;True
BusinessProcesses-PT-17;15;CTL;Cardinality;True
BusinessProcesses-PT-17;16;CTL;Cardinality;True
BusinessProcesses-PT-17;1;CTL;Fireability;True
BusinessProcesses-PT-17;2;CTL;Fireability;True
BusinessProcesses-PT-17;3;CTL;Fireability;False
BusinessProcesses-PT-17;4;CTL;Fireability;True
BusinessProcesses-PT-17;5;CTL;Fireability;True
BusinessProcesses-PT-17;6;CTL;Fireability;False
BusinessProcesses-PT-17;7;CTL;Fireability;False
BusinessProcesses-PT-17;8;CTL;Fireability;True
BusinessProcesses-PT-17;9;CTL;Fireability;False
BusinessProcesses-PT-17;10;CTL;Fireability;True
BusinessProcesses-PT-17;11;CTL;Fireability;False
BusinessProcesses-PT-17;12;CTL;Fireability;False
BusinessProcesses-PT-17;13;CTL;Fireability;True
BusinessProcesses-PT-17;14;CTL;Fireability;True
BusinessProcesses-PT-17;15;CTL;Fireability;False
BusinessProcesses-PT-17;16;CTL;Fireability;True
BusinessProcesses-PT-18;1;CTL;Cardinality;True
BusinessProcesses-PT-18;2;CTL;Cardinality;True
BusinessProcesses-PT-18;3;CTL;Cardinality;True
BusinessProcesses-PT-18;4;CTL;Cardinality;True
BusinessProcesses-PT-18;5;CTL;Cardinality;False
BusinessProcesses-PT-18;6;CTL;Cardinality;False
BusinessProcesses-PT-18;7;CTL;Cardinality;False
BusinessProcesses-PT-18;8;CTL;Cardinality;False
BusinessProcesses-PT-18;9;CTL;Cardinality;True
BusinessProcesses-PT-18;10;CTL;Cardinality;False
BusinessProcesses-PT-18;11;CTL;Cardinality;True
BusinessProcesses-PT-18;12;CTL;Cardinality;True
BusinessProcesses-PT-18;13;CTL;Cardinality;False
BusinessProcesses-PT-18;14;CTL;Cardinality;False
BusinessProcesses-PT-18;15;CTL;Cardinality;False
BusinessProcesses-PT-18;16;CTL;Cardinality;True
BusinessProcesses-PT-18;1;CTL;Fireability;False
BusinessProcesses-PT-18;2;CTL;Fireability;True
BusinessProcesses-PT-18;3;CTL;Fireability;False
BusinessProcesses-PT-18;4;CTL;Fireability;True
BusinessProcesses-PT-18;5;CTL;Fireability;True
BusinessProcesses-PT-18;6;CTL;Fireability;False
BusinessProcesses-PT-18;7;CTL;Fireability;True
BusinessProcesses-PT-18;8;CTL;Fireability;True
BusinessProcesses-PT-18;9;CTL;Fireability;True
BusinessProcesses-PT-18;10;CTL;Fireability;True
BusinessProcesses-PT-18;11;CTL;Fireability;False
BusinessProcesses-PT-18;12;CTL;Fireability;True
BusinessProcesses-PT-18;13;CTL;Fireability;False
BusinessProcesses-PT-18;14;CTL;Fireability;True
BusinessProcesses-PT-18;15;CTL;Fireability;False
BusinessProcesses-PT-18;16;CTL;Fireability;False
BusinessProcesses-PT-19;1;CTL;Cardinality;False
BusinessProcesses-PT-19;2;CTL;Cardinality;True
BusinessProcesses-PT-19;3;CTL;Cardinality;True
BusinessProcesses-PT-19;4;CTL;Cardinality;False
BusinessProcesses-PT-19;5;CTL;Cardinality;True
BusinessProcesses-PT-19;6;CTL;Cardinality;True
BusinessProcesses-PT-19;7;CTL;Cardinality;True
BusinessProcesses-PT-19;8;CTL;Cardinality;True
BusinessProcesses-PT-19;9;CTL;Cardinality;True
BusinessProcesses-PT-19;10;CTL;Cardinality;True
BusinessProcesses-PT-19;11;CTL;Cardinality;False
BusinessProcesses-PT-19;12;CTL;Cardinality;False
BusinessProcesses-PT-19;13;CTL;Cardinality;True
BusinessProcesses-PT-19;14;CTL;Cardinality;False
BusinessProcesses-PT-19;15;CTL;Cardinality;True
BusinessProcesses-PT-19;16;CTL;Cardinality;True
BusinessProcesses-PT-19;1;CTL;Fireability;True
BusinessProcesses-PT-19;2;CTL;Fireability;False
BusinessProcesses-PT-19;3;CTL;Fireability;False
BusinessProcesses-PT-19;4;CTL;Fireability;True
BusinessProcesses-PT-19;5;CTL;Fireability;True
BusinessProcesses-PT-19;6;CTL;Fireability;False
BusinessProcesses-PT-19;7;CTL;Fireability;False
BusinessProcesses-PT-19;8;CTL;Fireability;False
BusinessProcesses-PT-19;9;CTL;Fireability;False
BusinessProcesses-PT-19;10;CTL;Fireability;True
BusinessProcesses-PT-19;11;CTL;Fireability;True
BusinessProcesses-PT-19;12;CTL;Fireability;False
BusinessProcesses-PT-19;13;CTL;Fireability;False
BusinessProcesses-PT-19;14;CTL;Fireability;False
BusinessProcesses-PT-19;15;CTL;Fireability;True
BusinessProcesses-PT-19;16;CTL;Fireability;False
BusinessProcesses-PT-20;1;CTL;Cardinality;False
BusinessProcesses-PT-20;2;CTL;Cardinality;True
BusinessProcesses-PT-20;3;CTL;Cardinality;True
BusinessProcesses-PT-20;4;CTL;Cardinality;False
BusinessProcesses-PT-20;5;CTL;Cardinality;False
BusinessProcesses-PT-20;6;CTL;Cardinality;False
BusinessProcesses-PT-20;7;CTL;Cardinality;False
BusinessProcesses-PT-20;8;CTL;Cardinality;True
BusinessProcesses-PT-20;9;CTL;Cardinality;True
BusinessProcesses-PT-20;10;CTL;Cardinality;True
BusinessProcesses-PT-20;11;CTL;Cardinality;True
BusinessProcesses-PT-20;12;CTL;Cardinality;False
BusinessProcesses-PT-20;13;CTL;Cardinality;True
BusinessProcesses-PT-20;14;CTL;Cardinality;True
BusinessProcesses-PT-20;15;CTL;Cardinality;True
BusinessProcesses-PT-20;16;CTL;Cardinality;False
BusinessProcesses-PT-20;1;CTL;Fireability;True
BusinessProcesses-PT-20;2;CTL;Fireability;True
BusinessProcesses-PT-20;3;CTL;Fireability;False
BusinessProcesses-PT-20;4;CTL;Fireability;False
BusinessProcesses-PT-20;5;CTL;Fireability;True
BusinessProcesses-PT-20;6;CTL;Fireability;False
BusinessProcesses-PT-20;7;CTL;Fireability;True
BusinessProcesses-PT-20;8;CTL;Fireability;False
BusinessProcesses-PT-20;9;CTL;Fireability;True
BusinessProcesses-PT-20;10;CTL;Fireability;True
BusinessProcesses-PT-20;11;CTL;Fireability;True
BusinessProcesses-PT-20;12;CTL;Fireability;False
BusinessProcesses-PT-20;13;CTL;Fireability;True
BusinessProcesses-PT-20;14;CTL;Fireability;True
BusinessProcesses-PT-20;15;CTL;Fireability;False
BusinessProcesses-PT-20;16;CTL;Fireability;True
CANConstruction-PT-005;1;CTL;Cardinality;False
CANConstruction-PT-005;2;CTL;Cardinality;False
CANConstruction-PT-005;3;CTL;Cardinality;True
CANConstruction-PT-005;4;CTL;Cardinality;True
CANConstruction-PT-005;5;CTL;Cardinality;False
CANConstruction-PT-005;6;CTL;Cardinality;False
CANConstruction-PT-005;7;CTL;Cardinality;False
CANConstruction-PT-005;8;CTL;Cardinality;False
CANConstruction-PT-005;9;CTL;Cardinality;False
CANConstruction-PT-005;10;CTL;Cardinality;False
CANConstruction-PT-005;11;CTL;Cardinality;True
CANConstruction-PT-005;12;CTL;Cardinality;False
CANConstruction-PT-005;13;CTL;Cardinality;True
CANConstruction-PT-005;14;CTL;Cardinality;False
CANConstruction-PT-005;15;CTL;Cardinality;True
CANConstruction-PT-005;16;CTL;Cardinality;True
CANConstruction-PT-005;1;CTL;Fireability;False
CANConstruction-PT-005;2;CTL;Fireability;True
CANConstruction-PT-005;3;CTL;Fireability;True
CANConstruction-PT-005;4;CTL;Fireability;True
CANConstruction-PT-005;5;CTL;Fireability;False
CANConstruction-PT-005;6;CTL;Fireability;False
CANConstruction-PT-005;7;CTL;Fireability;False
CANConstruction-PT-005;8;CTL;Fireability;False
CANConstruction-PT-005;9;CTL;Fireability;False
CANConstruction-PT-005;10;CTL;Fireability;False
CANConstruction-PT-005;11;CTL;Fireability;True
CANConstruction-PT-005;12;CTL;Fireability;False
CANConstruction-PT-005;13;CTL;Fireability;True
CANConstruction-PT-005;14;CTL;Fireability;False
CANConstruction-PT-005;15;CTL;Fireability;True
CANConstruction-PT-005;16;CTL;Fireability;False
CANConstruction-PT-010;1;CTL;Cardinality;False
CANConstruction-PT-010;2;CTL;Cardinality;True
CANConstruction-PT-010;3;CTL;Cardinality;True
CANConstruction-PT-010;4;CTL;Cardinality;False
CANConstruction-PT-010;5;CTL;Cardinality;False
CANConstruction-PT-010;6;CTL;Cardinality;False
CANConstruction-PT-010;7;CTL;Cardinality;True
CANConstruction-PT-010;8;CTL;Cardinality;False
CANConstruction-PT-010;9;CTL;Cardinality;False
CANConstruction-PT-010;10;CTL;Cardinality;True
CANConstruction-PT-010;11;CTL;Cardinality;False
CANConstruction-PT-010;12;CTL;Cardinality;False
CANConstruction-PT-010;13;CTL;Cardinality;False
CANConstruction-PT-010;14;CTL;Cardinality;True
CANConstruction-PT-010;15;CTL;Cardinality;True
